ts_code,trade_date,open,high,low,close,vol,amount
VNM,20171226,92.38,93.72,92.19,93.72,415160,38908795.2
VNM,20171227,94.55,94.92,94.22,94.69,754980,71489056.2
VNM,20171228,95.15,95.38,94.69,95.24,652970,62188862.8
VNM,20171229,94.46,98.63,94.46,96.82,893540,86512542.8
VNM,20180102,97.94,98.35,96.82,98.17,372760,36593849.2
VNM,20180103,99.1,99.79,98.45,99.28,557370,55335693.6
VNM,20180104,98.91,99.79,98.91,99.7,704350,70223695.0
VNM,20180105,99.33,99.79,98.63,99.1,518860,51419026.0
VNM,20180108,98.86,98.86,96.78,97.47,674800,65772756.0
VNM,20180109,97.52,98.4,95.85,96.08,810590,77881487.2
VNM,20180110,95.24,97.94,95.24,97.94,902750,88415335.0
VNM,20180111,98.4,98.4,97.05,97.47,794780,77467206.6
VNM,20180112,97.42,97.94,97.15,97.42,585640,57053048.800000004
VNM,20180115,97.01,97.24,96.54,96.78,405160,39211384.8
VNM,20180116,96.68,96.78,96.17,96.68,701460,67817152.80000001
VNM,20180117,93.34,96.54,92.83,93.34,891480,83210743.2
VNM,20180118,92.83,95.43,92.6,95.43,921800,87967374.0
VNM,20180119,95.8,97.19,95.43,95.43,1094050,104405191.50000001
VNM,20180122,96.08,98.26,95.62,98.21,1031780,101331113.8
VNM,20180125,97.01,98.31,96.08,96.08,1059420,101789073.6
VNM,20180126,96.12,98.49,96.12,98.31,672410,66104627.1
VNM,20180129,98.31,98.4,95.85,95.85,573230,54944095.5
VNM,20180130,94.69,95.15,94.18,94.92,843170,80033696.4
VNM,20180131,93.94,96.31,93.34,94.46,1120270,105820704.19999999
VNM,20180201,94.69,95.89,93.29,94.22,451270,42518659.4
VNM,20180202,93.53,96.08,93.53,96.08,677340,65078827.199999996
VNM,20180205,93.99,95.15,93.62,94.27,504920,47598808.4
VNM,20180206,89.12,93.76,87.96,91.86,1484810,136394646.6
VNM,20180207,94.59,94.59,92.92,92.97,507670,47198079.9
VNM,20180208,92.83,92.97,91.16,91.48,234230,21427360.400000002
VNM,20180209,88.19,89.12,86.8,88.65,856530,75931384.5
VNM,20180212,87.72,89.12,87.72,89.12,970250,86468680.0
